"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM VESTIGING";"GEMEENTENAAM";"ONDERWIJSTYPE VO";"INSPECTIECODE";"OPLEIDINGSNAAM";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - MAN";"GESLAAGDEN SCHOOLJAAR 2019-2020 - MAN";"SLAAGPERC SCHOOLJAAR 2019-2020 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - VROUW";"GESLAAGDEN SCHOOLJAAR 2019-2020 - VROUW";"SLAAGPERC SCHOOLJAAR 2019-2020 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2019-2020 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2019-2020 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - MAN";"GESLAAGDEN SCHOOLJAAR 2020-2021 - MAN";"SLAAGPERC SCHOOLJAAR 2020-2021 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - VROUW";"GESLAAGDEN SCHOOLJAAR 2020-2021 - VROUW";"SLAAGPERC SCHOOLJAAR 2020-2021 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2020-2021 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2020-2021 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - MAN";"GESLAAGDEN SCHOOLJAAR 2021-2022 - MAN";"SLAAGPERC SCHOOLJAAR 2021-2022 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - VROUW";"GESLAAGDEN SCHOOLJAAR 2021-2022 - VROUW";"SLAAGPERC SCHOOLJAAR 2021-2022 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2021-2022 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2021-2022 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - MAN";"GESLAAGDEN SCHOOLJAAR 2022-2023 - MAN";"SLAAGPERC SCHOOLJAAR 2022-2023 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - VROUW";"GESLAAGDEN SCHOOLJAAR 2022-2023 - VROUW";"SLAAGPERC SCHOOLJAAR 2022-2023 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2022-2023 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2022-2023 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - MAN";"GESLAAGDEN SCHOOLJAAR 2023-2024 - MAN";"SLAAGPERC SCHOOLJAAR 2023-2024 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - VROUW";"GESLAAGDEN SCHOOLJAAR 2023-2024 - VROUW";"SLAAGPERC SCHOOLJAAR 2023-2024 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2023-2024 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2023-2024 - TOTAAL"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VMBO";"43";"VMBO G - zorg en welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"13";"13";"100";"13";"13";"100";"6";"6";"100";"25";"20";"80";"31";"26";"83.9";"<5";"<5";"100";"15";"13";"86.7";"19";"17";"89.5"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VMBO";"44";"VMBO G - economie";"30";"30";"100";"17";"17";"100";"47";"47";"100";"13";"13";"100";"18";"18";"100";"31";"31";"100";"17";"17";"100";"<5";"<5";"100";"19";"19";"100";"17";"16";"94.1";"<5";"<5";"100";"19";"18";"94.7";"21";"18";"85.7";"5";"5";"100";"26";"23";"88.5"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VMBO";"90";"VMBO T - techniek";"<5";"0";"0";"0";"0";"0";"<5";"0";"0";"6";"6";"100";"0";"0";"0";"6";"6";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"20";"19";"95";"7";"7";"100";"27";"26";"96.3"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"0";"0";"<5";"<5";"75";"5";"<5";"60";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VMBO";"92";"VMBO T - economie";"6";"6";"100";"<5";"<5";"50";"8";"7";"87.5";"5";"5";"100";"<5";"<5";"100";"7";"7";"100";"16";"15";"93.8";"5";"5";"100";"21";"20";"95.2";"12";"10";"83.3";"6";"5";"83.3";"18";"15";"83.3";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"7";"7";"100";"5";"<5";"80";"<5";"<5";"100";"6";"5";"83.3";"8";"8";"100";"<5";"<5";"100";"9";"9";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"62";"VWO - E&M";"10";"10";"100";"11";"11";"100";"21";"21";"100";"8";"8";"100";"<5";"<5";"100";"11";"11";"100";"15";"14";"93.3";"<5";"<5";"100";"17";"16";"94.1";"7";"<5";"57.1";"<5";"<5";"100";"9";"6";"66.7";"8";"8";"100";"<5";"<5";"100";"9";"9";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"63";"VWO - C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"75";"5";"5";"100";"9";"8";"88.9";"<5";"<5";"100";"8";"8";"100";"9";"9";"100"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"64";"VWO - N&T / N&G";"8";"8";"100";"9";"9";"100";"17";"17";"100";"<5";"<5";"75";"5";"5";"100";"9";"8";"88.9";"13";"13";"100";"6";"5";"83.3";"19";"18";"94.7";"11";"10";"90.9";"10";"10";"100";"21";"20";"95.2";"6";"5";"83.3";"<5";"<5";"100";"9";"8";"88.9"
"16XD";"16XD00";"College Den Hulster";"VENLO";"VWO";"69";"VWO - E&M / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"7";"7";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"HAVO";"51";"HAVO - N&G";"17";"17";"100";"12";"12";"100";"29";"29";"100";"16";"16";"100";"19";"18";"94.7";"35";"34";"97.1";"19";"18";"94.7";"23";"23";"100";"42";"41";"97.6";"12";"11";"91.7";"6";"6";"100";"18";"17";"94.4";"9";"9";"100";"10";"8";"80";"19";"17";"89.5"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"HAVO";"52";"HAVO - E&M";"16";"16";"100";"7";"7";"100";"23";"23";"100";"17";"16";"94.1";"14";"14";"100";"31";"30";"96.8";"20";"20";"100";"12";"12";"100";"32";"32";"100";"17";"16";"94.1";"11";"9";"81.8";"28";"25";"89.3";"17";"16";"94.1";"15";"15";"100";"32";"31";"96.9"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"HAVO";"53";"HAVO - C&M";"0";"0";"0";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"50"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"HAVO";"54";"HAVO - N&T / N&G";"11";"11";"100";"12";"12";"100";"23";"23";"100";"6";"6";"100";"9";"8";"88.9";"15";"14";"93.3";"5";"<5";"80";"7";"6";"85.7";"12";"10";"83.3";"<5";"<5";"100";"<5";"<5";"75";"7";"6";"85.7";"<5";"<5";"100";"10";"10";"100";"13";"13";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"HAVO";"59";"HAVO - E&M / C&M";"<5";"<5";"100";"7";"7";"100";"11";"11";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"9";"9";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"36";"VMBO B - economie";"16";"16";"100";"11";"11";"100";"27";"27";"100";"15";"15";"100";"11";"11";"100";"26";"26";"100";"26";"26";"100";"8";"8";"100";"34";"34";"100";"16";"16";"100";"6";"6";"100";"22";"22";"100";"15";"15";"100";"13";"13";"100";"28";"28";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"40";"VMBO K - economie";"16";"16";"100";"8";"8";"100";"24";"24";"100";"12";"12";"100";"14";"14";"100";"26";"26";"100";"12";"12";"100";"11";"11";"100";"23";"23";"100";"13";"12";"92.3";"9";"9";"100";"22";"21";"95.5";"13";"13";"100";"6";"5";"83.3";"19";"18";"94.7"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"44";"VMBO G - economie";"13";"13";"100";"14";"14";"100";"27";"27";"100";"18";"17";"94.4";"22";"22";"100";"40";"39";"97.5";"18";"17";"94.4";"13";"12";"92.3";"31";"29";"93.5";"11";"9";"81.8";"17";"17";"100";"28";"26";"92.9";"20";"18";"90";"22";"22";"100";"42";"40";"95.2"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"90";"VMBO T - techniek";"8";"8";"100";"5";"5";"100";"13";"13";"100";"<5";"<5";"100";"9";"9";"100";"12";"12";"100";"7";"7";"100";"<5";"<5";"100";"10";"10";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"91";"VMBO T - zorg en welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"66.7";"<5";"<5";"75";"<5";"<5";"100";"8";"6";"75";"9";"7";"77.8";"13";"12";"92.3";"7";"6";"85.7";"20";"18";"90"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"92";"VMBO T - economie";"9";"9";"100";"<5";"<5";"100";"13";"13";"100";"10";"10";"100";"5";"5";"100";"15";"15";"100";"11";"10";"90.9";"7";"7";"100";"18";"17";"94.4";"15";"14";"93.3";"<5";"<5";"100";"18";"17";"94.4";"12";"12";"100";"8";"6";"75";"20";"18";"90"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VMBO";"93";"VMBO T - landbouw";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"7";"6";"85.7";"9";"8";"88.9";"7";"7";"100";"5";"5";"100";"12";"12";"100";"6";"5";"83.3";"<5";"<5";"50";"8";"6";"75";"7";"6";"85.7";"9";"8";"88.9";"16";"14";"87.5"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VWO";"62";"VWO - E&M";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VWO";"64";"VWO - N&T / N&G";"6";"6";"100";"5";"5";"100";"11";"11";"100";"15";"14";"93.3";"8";"8";"100";"23";"22";"95.7";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"5";"5";"100";"14";"14";"100";"5";"5";"100";"<5";"<5";"100";"7";"7";"100"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VWO";"68";"VWO - N&G / E&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"16YC";"16YC00";"Scheldemond College";"VLISSINGEN";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"5";"5";"100";"7";"7";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"75";"6";"5";"83.3";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"50";"HAVO - N&T";"14";"14";"100";"0";"0";"0";"14";"14";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"10";"8";"80";"<5";"<5";"100";"12";"10";"83.3"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"51";"HAVO - N&G";"5";"5";"100";"20";"20";"100";"25";"25";"100";"9";"8";"88.9";"8";"8";"100";"17";"16";"94.1";"9";"8";"88.9";"8";"8";"100";"17";"16";"94.1";"11";"8";"72.7";"14";"10";"71.4";"25";"18";"72";"10";"9";"90";"16";"14";"87.5";"26";"23";"88.5"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"52";"HAVO - E&M";"34";"32";"94.1";"14";"14";"100";"48";"46";"95.8";"21";"16";"76.2";"22";"20";"90.9";"43";"36";"83.7";"23";"17";"73.9";"15";"14";"93.3";"38";"31";"81.6";"17";"12";"70.6";"28";"19";"67.9";"45";"31";"68.9";"17";"13";"76.5";"29";"22";"75.9";"46";"35";"76.1"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"0";"0";"0";"6";"5";"83.3";"6";"5";"83.3";"<5";"<5";"100";"16";"14";"87.5";"17";"15";"88.2";"0";"0";"0";"12";"10";"83.3";"12";"10";"83.3";"5";"<5";"60";"16";"12";"75";"21";"15";"71.4"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"54";"HAVO - N&T / N&G";"12";"12";"100";"17";"16";"94.1";"29";"28";"96.6";"<5";"<5";"75";"8";"6";"75";"12";"9";"75";"5";"5";"100";"8";"7";"87.5";"13";"12";"92.3";"<5";"<5";"50";"9";"8";"88.9";"13";"10";"76.9";"10";"10";"100";"5";"<5";"80";"15";"14";"93.3"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"6";"6";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"50";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"66.7"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VMBO";"90";"VMBO T - techniek";"5";"5";"100";"0";"0";"0";"5";"5";"100";"<5";"<5";"66.7";"0";"0";"0";"<5";"<5";"66.7";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"<5";"100";"25";"25";"100";"29";"29";"100";"<5";"<5";"100";"14";"14";"100";"17";"17";"100";"5";"5";"100";"10";"10";"100";"15";"15";"100";"<5";"<5";"100";"16";"16";"100";"18";"18";"100";"8";"8";"100";"21";"19";"90.5";"29";"27";"93.1"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VMBO";"92";"VMBO T - economie";"15";"15";"100";"12";"12";"100";"27";"27";"100";"17";"17";"100";"13";"13";"100";"30";"30";"100";"11";"11";"100";"11";"11";"100";"22";"22";"100";"20";"20";"100";"15";"15";"100";"35";"35";"100";"14";"14";"100";"10";"9";"90";"24";"23";"95.8"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VMBO";"93";"VMBO T - landbouw";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"60";"VWO - N&T";"9";"9";"100";"<5";"<5";"100";"11";"11";"100";"12";"12";"100";"<5";"<5";"100";"16";"16";"100";"9";"9";"100";"5";"5";"100";"14";"14";"100";"8";"7";"87.5";"0";"0";"0";"8";"7";"87.5";"14";"13";"92.9";"<5";"<5";"100";"17";"16";"94.1"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"61";"VWO - N&G";"7";"7";"100";"24";"24";"100";"31";"31";"100";"5";"5";"100";"12";"9";"75";"17";"14";"82.4";"9";"9";"100";"12";"11";"91.7";"21";"20";"95.2";"7";"7";"100";"12";"10";"83.3";"19";"17";"89.5";"<5";"<5";"100";"9";"7";"77.8";"10";"8";"80"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"62";"VWO - E&M";"11";"11";"100";"6";"6";"100";"17";"17";"100";"6";"6";"100";"7";"6";"85.7";"13";"12";"92.3";"19";"16";"84.2";"8";"8";"100";"27";"24";"88.9";"13";"10";"76.9";"5";"<5";"60";"18";"13";"72.2";"13";"11";"84.6";"15";"13";"86.7";"28";"24";"85.7"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"5";"5";"100";"6";"6";"100";"<5";"<5";"100";"9";"8";"88.9";"11";"10";"90.9";"<5";"<5";"100";"6";"5";"83.3";"9";"8";"88.9";"<5";"<5";"100";"5";"5";"100";"9";"9";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"64";"VWO - N&T / N&G";"39";"39";"100";"30";"30";"100";"69";"69";"100";"35";"34";"97.1";"44";"41";"93.2";"79";"75";"94.9";"17";"16";"94.1";"24";"23";"95.8";"41";"39";"95.1";"15";"14";"93.3";"35";"32";"91.4";"50";"46";"92";"21";"20";"95.2";"38";"31";"81.6";"59";"51";"86.4"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"67";"VWO - N&G / C&M";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"16YV";"16YV00";"Pantarijn SGM";"WAGENINGEN";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"10";"10";"100";"14";"14";"100";"<5";"<5";"100";"8";"8";"100";"9";"9";"100";"<5";"<5";"100";"16";"16";"100";"20";"20";"100";"<5";"<5";"50";"10";"7";"70";"14";"9";"64.3";"<5";"<5";"100";"13";"11";"84.6";"15";"13";"86.7"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"30";"VMBO LWT - techniek";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"31";"VMBO LWT - zorg & welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"34";"VMBO B - techniek";"5";"5";"100";"0";"0";"0";"5";"5";"100";"7";"7";"100";"0";"0";"0";"7";"7";"100";"11";"11";"100";"0";"0";"0";"11";"11";"100";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"8";"8";"100";"<5";"<5";"100";"9";"9";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"35";"VMBO B - zorg en welzijn";"<5";"<5";"100";"6";"6";"100";"10";"10";"100";"0";"0";"0";"10";"10";"100";"10";"10";"100";"0";"0";"0";"6";"6";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"36";"VMBO B - economie";"9";"8";"88.9";"<5";"<5";"100";"12";"11";"91.7";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"100";"5";"5";"100";"9";"9";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"38";"VMBO K - techniek";"13";"13";"100";"0";"0";"0";"13";"13";"100";"10";"10";"100";"0";"0";"0";"10";"10";"100";"9";"9";"100";"0";"0";"0";"9";"9";"100";"6";"6";"100";"<5";"<5";"100";"7";"7";"100";"11";"11";"100";"<5";"<5";"100";"12";"12";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"39";"VMBO K - zorg en welzijn";"<5";"<5";"100";"13";"13";"100";"14";"14";"100";"<5";"<5";"100";"10";"10";"100";"11";"11";"100";"<5";"<5";"100";"13";"13";"100";"16";"16";"100";"0";"0";"0";"16";"16";"100";"16";"16";"100";"0";"0";"0";"17";"17";"100";"17";"17";"100"
"16YV";"16YV01";"Pantarijn SGM";"WAGENINGEN";"VMBO";"40";"VMBO K - economie";"11";"11";"100";"13";"13";"100";"24";"24";"100";"21";"21";"100";"14";"14";"100";"35";"35";"100";"22";"22";"100";"8";"7";"87.5";"30";"29";"96.7";"9";"8";"88.9";"14";"11";"78.6";"23";"19";"82.6";"19";"18";"94.7";"8";"8";"100";"27";"26";"96.3"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"35";"VMBO B - zorg en welzijn";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"36";"VMBO B - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"38";"VMBO K - techniek";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"6";"6";"100";"<5";"<5";"100";"7";"7";"100";"9";"9";"100";"0";"0";"0";"9";"9";"100";"9";"9";"100";"<5";"<5";"100";"10";"10";"100"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"39";"VMBO K - zorg en welzijn";"<5";"<5";"100";"9";"9";"100";"13";"13";"100";"11";"11";"100";"12";"11";"91.7";"23";"22";"95.7";"<5";"<5";"100";"10";"9";"90";"14";"13";"92.9";"<5";"<5";"100";"12";"12";"100";"16";"16";"100";"5";"<5";"80";"14";"14";"100";"19";"18";"94.7"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"40";"VMBO K - economie";"10";"9";"90";"0";"0";"0";"10";"9";"90";"12";"11";"91.7";"<5";"<5";"100";"16";"15";"93.8";"10";"10";"100";"<5";"<5";"100";"12";"12";"100";"14";"13";"92.9";"<5";"<5";"100";"17";"16";"94.1";"9";"8";"88.9";"<5";"<5";"100";"13";"12";"92.3"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"90";"VMBO T - techniek";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"9";"9";"100";"0";"0";"0";"9";"9";"100";"6";"6";"100";"<5";"<5";"100";"7";"7";"100";"6";"6";"100";"0";"0";"0";"6";"6";"100"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"91";"VMBO T - zorg en welzijn";"7";"7";"100";"10";"10";"100";"17";"17";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"5";"<5";"80";"8";"7";"87.5";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100"
"16YV";"16YV02";"Pantarijn SGM";"RHENEN";"VMBO";"92";"VMBO T - economie";"12";"12";"100";"6";"6";"100";"18";"18";"100";"<5";"<5";"100";"7";"6";"85.7";"10";"9";"90";"5";"<5";"80";"<5";"<5";"100";"9";"8";"88.9";"7";"7";"100";"<5";"<5";"100";"10";"10";"100";"9";"8";"88.9";"<5";"<5";"100";"13";"12";"92.3"
